iter	Logloss
0	0.5895390016
1	0.5222360665
2	0.4561259088
3	0.4017253441
4	0.3526747312
5	0.3137120257
6	0.2743115453
7	0.2428942497
8	0.2183453737
9	0.1875440365
10	0.1618898071
11	0.1398956442
12	0.1281342698
13	0.1112999307
14	0.09579287216
15	0.08395009061
16	0.07389745371
17	0.06438586516
18	0.05640986292
19	0.05145438906
20	0.04493316732
21	0.04036821864
22	0.03535725547
23	0.03127824179
24	0.02762207163
25	0.02429548987
26	0.02164385521
27	0.01929949619
28	0.01753225377
29	0.01559832635
30	0.01417847843
31	0.01285969506
32	0.01162663158
33	0.0104515204
34	0.009393320476
35	0.00889558996
36	0.008060931476
37	0.007682928376
38	0.007004175304
39	0.006524377279
40	0.006251349035
41	0.005781140904
42	0.005362829784
43	0.004980646384
44	0.004812208344
45	0.004518692077
46	0.004349059859
47	0.004033804079
48	0.003742965926
49	0.003626067003
50	0.003489380532
51	0.003236356619
52	0.003050440147
53	0.002849822677
54	0.002665389504
55	0.002595686277
56	0.002522155317
57	0.002502688522
58	0.002438045265
59	0.002378147713
60	0.002373472098
61	0.002254651478
62	0.002194769755
63	0.002087946825
64	0.001999216367
65	0.001999214621
66	0.001986534083
67	0.001986407731
68	0.001986401339
69	0.001973369861
70	0.001973359891
71	0.001928522376
72	0.001928505909
73	0.001877834185
74	0.00186689183
75	0.001866868233
76	0.001862698343
77	0.001770237423
78	0.001770230318
79	0.001770224077
80	0.00176043686
81	0.001751959103
82	0.001751959103
83	0.001744165342
84	0.00174416283
85	0.001653866365
86	0.001645554231
87	0.001645554231
88	0.001645549717
89	0.001645556122
90	0.001645540049
91	0.001645541854
92	0.001637350956
93	0.001637346717
94	0.00163733973
95	0.001637342105
96	0.001629488093
97	0.001596923772
98	0.001596923144
99	0.001596923164
100	0.001590940776
101	0.001590940776
102	0.001553400674
103	0.001521822915
104	0.001472222405
105	0.001472221875
106	0.001472222287
107	0.001472222287
108	0.001466310987
109	0.001466309849
110	0.001412838957
111	0.001412833619
112	0.001412833619
113	0.001412828222
114	0.00141282569
115	0.001343829591
116	0.001343829591
117	0.001338859941
118	0.001332452948
119	0.001332442964
120	0.001332431718
121	0.001332423534
122	0.00129755086
123	0.001297543834
124	0.001292754634
125	0.001288566059
126	0.001288560799
127	0.001288560799
128	0.001288563331
129	0.001288552536
130	0.001288552536
131	0.001288551025
132	0.001255475416
133	0.001255468704
134	0.001255470608
135	0.001255472433
136	0.001201526326
137	0.001201526326
138	0.001201526326
139	0.001201526817
140	0.001201519339
141	0.001197465458
142	0.001197465458
143	0.001197458255
144	0.001197458255
145	0.001197458255
146	0.001197461026
147	0.001197461026
148	0.001170728216
149	0.001167320036
150	0.00112661307
151	0.001126618919
152	0.001126618919
153	0.001126616456
154	0.001126608959
155	0.001122952042
156	0.001122952042
157	0.001122955928
158	0.00112294426
159	0.001122945232
160	0.001122945232
161	0.001122948068
162	0.001122936983
163	0.001122937009
164	0.001122936459
165	0.00112293483
166	0.00112293483
167	0.001122930787
168	0.001122925374
169	0.00112291541
170	0.001122926293
171	0.001122916372
172	0.001122916372
173	0.001122909487
174	0.001122896484
175	0.001122896484
176	0.001122901273
177	0.001122901273
178	0.001122901312
179	0.001077651497
180	0.001077649377
181	0.001077649377
182	0.001077644177
183	0.001074544744
184	0.001074544744
185	0.001074542762
186	0.001074542762
187	0.001074542762
188	0.001074535608
189	0.001074535549
190	0.001074535549
191	0.001074535549
192	0.001037137326
193	0.001037137326
194	0.001037128984
195	0.001037129662
196	0.001037121389
197	0.001037121389
198	0.001037121389
199	0.001034954458
200	0.001034950984
201	0.001034952986
202	0.001034947608
203	0.001034947402
204	0.001034915239
205	0.001034911736
206	0.001034914234
207	0.001034914234
208	0.001034911804
209	0.001034907526
210	0.001034898949
211	0.001034898949
212	0.001034899685
213	0.001031832056
214	0.001031832056
215	0.001028803955
216	0.001028799706
217	0.001028788538
218	0.001028787861
219	0.001028781905
220	0.001025784977
221	0.001025790296
222	0.001025781876
223	0.001025780758
224	0.001022559886
225	0.001004716572
226	0.001004716572
227	0.001004709291
228	0.001004710851
229	0.001004706278
230	0.001004708859
231	0.001004707966
232	0.001004704365
233	0.001004704394
234	0.001004697918
235	0.001004697918
236	0.001004697918
237	0.001004696681
238	0.001004697142
239	0.00100468782
240	0.00100467733
241	0.001004686113
242	0.001004686113
243	0.001004689518
244	0.001004683914
245	0.001004674033
246	0.001004680882
247	0.001004666025
248	0.001004673591
249	0.00100465997
250	0.00100465997
251	0.001004662453
252	0.001004658636
253	0.001004653621
254	0.001004654436
255	0.001004643975
256	0.001004642719
257	0.001004645781
258	0.001004640119
259	0.001004638058
260	0.0010046332
261	0.001004633171
262	0.001004631895
263	0.001004631895
264	0.001004628892
265	0.001004628892
266	0.001004626292
267	0.001004627067
268	0.001004616459
269	0.001004609649
270	0.001004613977
271	0.001004613977
272	0.001004613977
273	0.00100460067
274	0.001004603261
275	0.001004596549
276	0.001004594292
277	0.001002271425
278	0.001002271101
279	0.001002269668
280	0.001002269305
281	0.001002265615
282	0.001002261719
283	0.001002264104
284	0.001002266194
285	0.001002256882
286	0.001002251151
287	0.001002255773
288	0.001002257107
289	0.001002251946
290	0.001002249237
291	0.001002249237
292	0.00100224539
293	0.001002249551
294	0.001002249551
295	0.0010022496
296	0.0010022496
297	0.001002243928
298	0.001002242103
299	0.001002249168
300	0.001002242005
301	0.001002242319
302	0.0009719737781
303	0.0009719737781
304	0.0009719716388
305	0.0009719794304
306	0.0009692939318
307	0.0009692750711
308	0.0009692706258
309	0.0009692717248
310	0.000969260744
311	0.0009692700566
312	0.000969267201
313	0.0009692538945
314	0.0009692632071
315	0.0009692632071
316	0.0009692632071
317	0.0009692509996
318	0.0009692509996
319	0.0009692529328
320	0.000969252815
321	0.000969245308
322	0.0009692419814
323	0.0009692419814
324	0.0009692378697
325	0.0009692362505
326	0.0009692326786
327	0.0009692183809
328	0.0009692161043
329	0.0009692211286
330	0.0009692140337
331	0.0009692226202
332	0.0009692184987
333	0.0009692129052
334	0.0009692033865
335	0.0009692037496
336	0.0009692081851
337	0.0009692105795
338	0.0009692017674
339	0.0009691979992
340	0.0009692013688
341	0.0009691990824
342	0.000969192753
343	0.0009691937343
344	0.0009691933025
345	0.0009691949609
346	0.000969193224
347	0.0009691879347
348	0.0009691844118
349	0.000969183666
350	0.000969171488
351	0.000969175217
352	0.0009691779058
353	0.0009691764829
354	0.0009691764829
355	0.0009691686324
356	0.000969165296
357	0.000969165296
358	0.0009691661203
359	0.000969156052
360	0.0009691597319
361	0.0009691682497
362	0.0009691662871
363	0.0009691589665
364	0.000969159202
